animation_id,input_phase,target_phase,input_path,target_path
Ken Duncan,rough,tiedown,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Ken Duncan\rough\Ken Duncan - Tarzan - Roughs_163.png,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Ken Duncan\tiedown\Ken Duncan - Tarzan - Tie Downs_163.png
Ken Duncan,rough,tiedown,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Ken Duncan\rough\Ken Duncan - Tarzan - Roughs_164.png,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Ken Duncan\tiedown\Ken Duncan - Tarzan - Tie Downs_164.png
Ken Duncan,rough,tiedown,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Ken Duncan\rough\Ken Duncan - Tarzan - Roughs_165.png,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Ken Duncan\tiedown\Ken Duncan - Tarzan - Tie Downs_165.png
Ken Duncan,rough,tiedown,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Ken Duncan\rough\Ken Duncan - Tarzan - Roughs_166.png,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Ken Duncan\tiedown\Ken Duncan - Tarzan - Tie Downs_166.png
Ken Duncan,rough,tiedown,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Ken Duncan\rough\Ken Duncan - Tarzan - Roughs_167.png,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Ken Duncan\tiedown\Ken Duncan - Tarzan - Tie Downs_167.png
Ken Duncan,rough,tiedown,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Ken Duncan\rough\Ken Duncan - Tarzan - Roughs_168.png,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Ken Duncan\tiedown\Ken Duncan - Tarzan - Tie Downs_168.png
Ken Duncan,rough,tiedown,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Ken Duncan\rough\Ken Duncan - Tarzan - Roughs_169.png,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Ken Duncan\tiedown\Ken Duncan - Tarzan - Tie Downs_169.png
Ken Duncan,rough,tiedown,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Ken Duncan\rough\Ken Duncan - Tarzan - Roughs_170.png,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Ken Duncan\tiedown\Ken Duncan - Tarzan - Tie Downs_170.png
Ken Duncan,rough,tiedown,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Ken Duncan\rough\Ken Duncan - Tarzan - Roughs_171.png,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Ken Duncan\tiedown\Ken Duncan - Tarzan - Tie Downs_171.png
Ken Duncan,rough,tiedown,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Ken Duncan\rough\Ken Duncan - Tarzan - Roughs_172.png,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Ken Duncan\tiedown\Ken Duncan - Tarzan - Tie Downs_172.png
Ken Duncan,rough,tiedown,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Ken Duncan\rough\Ken Duncan - Tarzan - Roughs_173.png,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Ken Duncan\tiedown\Ken Duncan - Tarzan - Tie Downs_173.png
Ken Duncan,rough,tiedown,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Ken Duncan\rough\Ken Duncan - Tarzan - Roughs_174.png,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Ken Duncan\tiedown\Ken Duncan - Tarzan - Tie Downs_174.png
Ken Duncan,rough,tiedown,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Ken Duncan\rough\Ken Duncan - Tarzan - Roughs_175.png,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Ken Duncan\tiedown\Ken Duncan - Tarzan - Tie Downs_175.png
Ken Duncan,rough,tiedown,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Ken Duncan\rough\Ken Duncan - Tarzan - Roughs_176.png,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Ken Duncan\tiedown\Ken Duncan - Tarzan - Tie Downs_176.png
Ken Duncan,rough,tiedown,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Ken Duncan\rough\Ken Duncan - Tarzan - Roughs_177.png,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Ken Duncan\tiedown\Ken Duncan - Tarzan - Tie Downs_177.png
Ken Duncan,rough,tiedown,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Ken Duncan\rough\Ken Duncan - Tarzan - Roughs_178.png,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Ken Duncan\tiedown\Ken Duncan - Tarzan - Tie Downs_178.png
Ken Duncan,rough,tiedown,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Ken Duncan\rough\Ken Duncan - Tarzan - Roughs_179.png,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Ken Duncan\tiedown\Ken Duncan - Tarzan - Tie Downs_179.png
Ken Duncan,rough,tiedown,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Ken Duncan\rough\Ken Duncan - Tarzan - Roughs_180.png,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Ken Duncan\tiedown\Ken Duncan - Tarzan - Tie Downs_180.png
Ken Duncan,rough,tiedown,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Ken Duncan\rough\Ken Duncan - Tarzan - Roughs_181.png,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Ken Duncan\tiedown\Ken Duncan - Tarzan - Tie Downs_181.png
Ken Duncan,rough,tiedown,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Ken Duncan\rough\Ken Duncan - Tarzan - Roughs_182.png,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Ken Duncan\tiedown\Ken Duncan - Tarzan - Tie Downs_182.png
Ken Duncan,rough,tiedown,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Ken Duncan\rough\Ken Duncan - Tarzan - Roughs_183.png,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Ken Duncan\tiedown\Ken Duncan - Tarzan - Tie Downs_183.png
Ken Duncan,rough,tiedown,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Ken Duncan\rough\Ken Duncan - Tarzan - Roughs_184.png,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Ken Duncan\tiedown\Ken Duncan - Tarzan - Tie Downs_184.png
Ken Duncan,rough,tiedown,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Ken Duncan\rough\Ken Duncan - Tarzan - Roughs_185.png,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Ken Duncan\tiedown\Ken Duncan - Tarzan - Tie Downs_185.png
Ken Duncan,rough,tiedown,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Ken Duncan\rough\Ken Duncan - Tarzan - Roughs_186.png,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Ken Duncan\tiedown\Ken Duncan - Tarzan - Tie Downs_186.png
Ken Duncan,rough,tiedown,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Ken Duncan\rough\Ken Duncan - Tarzan - Roughs_187.png,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Ken Duncan\tiedown\Ken Duncan - Tarzan - Tie Downs_187.png
Ken Duncan,rough,tiedown,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Ken Duncan\rough\Ken Duncan - Tarzan - Roughs_188.png,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Ken Duncan\tiedown\Ken Duncan - Tarzan - Tie Downs_188.png
Ken Duncan,rough,tiedown,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Ken Duncan\rough\Ken Duncan - Tarzan - Roughs_189.png,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Ken Duncan\tiedown\Ken Duncan - Tarzan - Tie Downs_189.png
Ken Duncan,rough,tiedown,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Ken Duncan\rough\Ken Duncan - Tarzan - Roughs_190.png,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Ken Duncan\tiedown\Ken Duncan - Tarzan - Tie Downs_190.png
Ken Duncan,rough,tiedown,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Ken Duncan\rough\Ken Duncan - Tarzan - Roughs_191.png,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Ken Duncan\tiedown\Ken Duncan - Tarzan - Tie Downs_191.png
Ken Duncan,rough,tiedown,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Ken Duncan\rough\Ken Duncan - Tarzan - Roughs_192.png,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Ken Duncan\tiedown\Ken Duncan - Tarzan - Tie Downs_192.png
Ken Duncan,rough,tiedown,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Ken Duncan\rough\Ken Duncan - Tarzan - Roughs_193.png,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Ken Duncan\tiedown\Ken Duncan - Tarzan - Tie Downs_193.png
Ken Duncan,rough,tiedown,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Ken Duncan\rough\Ken Duncan - Tarzan - Roughs_194.png,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Ken Duncan\tiedown\Ken Duncan - Tarzan - Tie Downs_194.png
Ken Duncan,rough,tiedown,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Ken Duncan\rough\Ken Duncan - Tarzan - Roughs_195.png,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Ken Duncan\tiedown\Ken Duncan - Tarzan - Tie Downs_195.png
Ken Duncan,rough,tiedown,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Ken Duncan\rough\Ken Duncan - Tarzan - Roughs_196.png,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Ken Duncan\tiedown\Ken Duncan - Tarzan - Tie Downs_196.png
Ken Duncan,rough,tiedown,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Ken Duncan\rough\Ken Duncan - Tarzan - Roughs_197.png,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Ken Duncan\tiedown\Ken Duncan - Tarzan - Tie Downs_197.png
Ken Duncan,rough,tiedown,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Ken Duncan\rough\Ken Duncan - Tarzan - Roughs_198.png,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Ken Duncan\tiedown\Ken Duncan - Tarzan - Tie Downs_198.png
Ken Duncan,rough,tiedown,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Ken Duncan\rough\Ken Duncan - Tarzan - Roughs_199.png,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Ken Duncan\tiedown\Ken Duncan - Tarzan - Tie Downs_199.png
Ken Duncan,rough,tiedown,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Ken Duncan\rough\Ken Duncan - Tarzan - Roughs_200.png,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Ken Duncan\tiedown\Ken Duncan - Tarzan - Tie Downs_200.png
Ken Duncan,rough,tiedown,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Ken Duncan\rough\Ken Duncan - Tarzan - Roughs_201.png,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Ken Duncan\tiedown\Ken Duncan - Tarzan - Tie Downs_201.png
Ken Duncan,rough,tiedown,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Ken Duncan\rough\Ken Duncan - Tarzan - Roughs_202.png,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Ken Duncan\tiedown\Ken Duncan - Tarzan - Tie Downs_202.png
Ken Duncan,rough,tiedown,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Ken Duncan\rough\Ken Duncan - Tarzan - Roughs_203.png,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Ken Duncan\tiedown\Ken Duncan - Tarzan - Tie Downs_203.png
Ken Duncan,rough,tiedown,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Ken Duncan\rough\Ken Duncan - Tarzan - Roughs_204.png,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Ken Duncan\tiedown\Ken Duncan - Tarzan - Tie Downs_204.png
Ken Duncan,rough,tiedown,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Ken Duncan\rough\Ken Duncan - Tarzan - Roughs_205.png,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Ken Duncan\tiedown\Ken Duncan - Tarzan - Tie Downs_205.png
Ken Duncan,rough,tiedown,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Ken Duncan\rough\Ken Duncan - Tarzan - Roughs_206.png,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Ken Duncan\tiedown\Ken Duncan - Tarzan - Tie Downs_206.png
Ken Duncan,rough,tiedown,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Ken Duncan\rough\Ken Duncan - Tarzan - Roughs_207.png,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Ken Duncan\tiedown\Ken Duncan - Tarzan - Tie Downs_207.png
Ken Duncan,rough,tiedown,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Ken Duncan\rough\Ken Duncan - Tarzan - Roughs_208.png,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Ken Duncan\tiedown\Ken Duncan - Tarzan - Tie Downs_208.png
Ken Duncan,rough,tiedown,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Ken Duncan\rough\Ken Duncan - Tarzan - Roughs_209.png,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Ken Duncan\tiedown\Ken Duncan - Tarzan - Tie Downs_209.png
Ken Duncan,rough,tiedown,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Ken Duncan\rough\Ken Duncan - Tarzan - Roughs_210.png,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Ken Duncan\tiedown\Ken Duncan - Tarzan - Tie Downs_210.png
Ken Duncan,rough,tiedown,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Ken Duncan\rough\Ken Duncan - Tarzan - Roughs_211.png,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Ken Duncan\tiedown\Ken Duncan - Tarzan - Tie Downs_211.png
Ken Duncan,rough,tiedown,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Ken Duncan\rough\Ken Duncan - Tarzan - Roughs_212.png,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Ken Duncan\tiedown\Ken Duncan - Tarzan - Tie Downs_212.png
Ken Duncan,rough,tiedown,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Ken Duncan\rough\Ken Duncan - Tarzan - Roughs_213.png,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Ken Duncan\tiedown\Ken Duncan - Tarzan - Tie Downs_213.png
Ken Duncan,rough,tiedown,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Ken Duncan\rough\Ken Duncan - Tarzan - Roughs_214.png,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Ken Duncan\tiedown\Ken Duncan - Tarzan - Tie Downs_214.png
Ken Duncan,rough,tiedown,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Ken Duncan\rough\Ken Duncan - Tarzan - Roughs_215.png,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Ken Duncan\tiedown\Ken Duncan - Tarzan - Tie Downs_215.png
Ken Duncan,rough,tiedown,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Ken Duncan\rough\Ken Duncan - Tarzan - Roughs_216.png,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Ken Duncan\tiedown\Ken Duncan - Tarzan - Tie Downs_216.png
Ken Duncan,rough,tiedown,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Ken Duncan\rough\Ken Duncan - Tarzan - Roughs_217.png,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Ken Duncan\tiedown\Ken Duncan - Tarzan - Tie Downs_217.png
Ken Duncan,rough,tiedown,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Ken Duncan\rough\Ken Duncan - Tarzan - Roughs_218.png,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Ken Duncan\tiedown\Ken Duncan - Tarzan - Tie Downs_218.png
Ken Duncan,rough,tiedown,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Ken Duncan\rough\Ken Duncan - Tarzan - Roughs_219.png,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Ken Duncan\tiedown\Ken Duncan - Tarzan - Tie Downs_219.png
Ken Duncan,rough,tiedown,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Ken Duncan\rough\Ken Duncan - Tarzan - Roughs_220.png,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Ken Duncan\tiedown\Ken Duncan - Tarzan - Tie Downs_220.png
Ken Duncan,rough,tiedown,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Ken Duncan\rough\Ken Duncan - Tarzan - Roughs_221.png,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Ken Duncan\tiedown\Ken Duncan - Tarzan - Tie Downs_221.png
Ken Duncan,rough,tiedown,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Ken Duncan\rough\Ken Duncan - Tarzan - Roughs_222.png,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Ken Duncan\tiedown\Ken Duncan - Tarzan - Tie Downs_222.png
Ken Duncan,rough,tiedown,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Ken Duncan\rough\Ken Duncan - Tarzan - Roughs_223.png,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Ken Duncan\tiedown\Ken Duncan - Tarzan - Tie Downs_223.png
Ken Duncan,rough,tiedown,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Ken Duncan\rough\Ken Duncan - Tarzan - Roughs_224.png,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Ken Duncan\tiedown\Ken Duncan - Tarzan - Tie Downs_224.png
Ken Duncan,rough,tiedown,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Ken Duncan\rough\Ken Duncan - Tarzan - Roughs_225.png,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Ken Duncan\tiedown\Ken Duncan - Tarzan - Tie Downs_225.png
Ken Duncan,rough,tiedown,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Ken Duncan\rough\Ken Duncan - Tarzan - Roughs_226.png,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Ken Duncan\tiedown\Ken Duncan - Tarzan - Tie Downs_226.png
Matty Jorissen,tiedown,color,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Matty Jorissen\tiedown\Matty Jorissen_Tie Downs_001.png,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Matty Jorissen\color\Matty Jorissen_Colors_001.png
Matty Jorissen,tiedown,color,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Matty Jorissen\tiedown\Matty Jorissen_Tie Downs_002.png,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Matty Jorissen\color\Matty Jorissen_Colors_002.png
Matty Jorissen,tiedown,color,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Matty Jorissen\tiedown\Matty Jorissen_Tie Downs_003.png,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Matty Jorissen\color\Matty Jorissen_Colors_003.png
Matty Jorissen,tiedown,color,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Matty Jorissen\tiedown\Matty Jorissen_Tie Downs_004.png,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Matty Jorissen\color\Matty Jorissen_Colors_004.png
Matty Jorissen,tiedown,color,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Matty Jorissen\tiedown\Matty Jorissen_Tie Downs_005.png,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Matty Jorissen\color\Matty Jorissen_Colors_005.png
Matty Jorissen,tiedown,color,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Matty Jorissen\tiedown\Matty Jorissen_Tie Downs_006.png,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Matty Jorissen\color\Matty Jorissen_Colors_006.png
Matty Jorissen,tiedown,color,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Matty Jorissen\tiedown\Matty Jorissen_Tie Downs_007.png,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Matty Jorissen\color\Matty Jorissen_Colors_007.png
Matty Jorissen,tiedown,color,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Matty Jorissen\tiedown\Matty Jorissen_Tie Downs_008.png,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Matty Jorissen\color\Matty Jorissen_Colors_008.png
Matty Jorissen,tiedown,color,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Matty Jorissen\tiedown\Matty Jorissen_Tie Downs_009.png,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Matty Jorissen\color\Matty Jorissen_Colors_009.png
Matty Jorissen,tiedown,color,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Matty Jorissen\tiedown\Matty Jorissen_Tie Downs_010.png,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Matty Jorissen\color\Matty Jorissen_Colors_010.png
Matty Jorissen,tiedown,color,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Matty Jorissen\tiedown\Matty Jorissen_Tie Downs_011.png,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Matty Jorissen\color\Matty Jorissen_Colors_011.png
Matty Jorissen,tiedown,color,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Matty Jorissen\tiedown\Matty Jorissen_Tie Downs_012.png,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Matty Jorissen\color\Matty Jorissen_Colors_012.png
Matty Jorissen,tiedown,color,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Matty Jorissen\tiedown\Matty Jorissen_Tie Downs_013.png,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Matty Jorissen\color\Matty Jorissen_Colors_013.png
Matty Jorissen,tiedown,color,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Matty Jorissen\tiedown\Matty Jorissen_Tie Downs_014.png,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Matty Jorissen\color\Matty Jorissen_Colors_014.png
Matty Jorissen,tiedown,color,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Matty Jorissen\tiedown\Matty Jorissen_Tie Downs_015.png,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Matty Jorissen\color\Matty Jorissen_Colors_015.png
Matty Jorissen,tiedown,color,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Matty Jorissen\tiedown\Matty Jorissen_Tie Downs_016.png,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Matty Jorissen\color\Matty Jorissen_Colors_016.png
Matty Jorissen,tiedown,color,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Matty Jorissen\tiedown\Matty Jorissen_Tie Downs_017.png,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Matty Jorissen\color\Matty Jorissen_Colors_017.png
Matty Jorissen,tiedown,color,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Matty Jorissen\tiedown\Matty Jorissen_Tie Downs_018.png,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Matty Jorissen\color\Matty Jorissen_Colors_018.png
Matty Jorissen,tiedown,color,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Matty Jorissen\tiedown\Matty Jorissen_Tie Downs_019.png,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Matty Jorissen\color\Matty Jorissen_Colors_019.png
Matty Jorissen,tiedown,color,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Matty Jorissen\tiedown\Matty Jorissen_Tie Downs_020.png,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Matty Jorissen\color\Matty Jorissen_Colors_020.png
Matty Jorissen,tiedown,color,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Matty Jorissen\tiedown\Matty Jorissen_Tie Downs_021.png,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Matty Jorissen\color\Matty Jorissen_Colors_021.png
Matty Jorissen,tiedown,color,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Matty Jorissen\tiedown\Matty Jorissen_Tie Downs_022.png,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Matty Jorissen\color\Matty Jorissen_Colors_022.png
Matty Jorissen,tiedown,color,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Matty Jorissen\tiedown\Matty Jorissen_Tie Downs_023.png,E:\dataScience\Fiver orders\Order 15\AI Animation system\AI anim\data\processed\Matty Jorissen\color\Matty Jorissen_Colors_023.png
